Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;newUF
NE;BA;Barreiras;F;entre 21 a 30 anos;2015;1;18/01/2015;20/01/2015;20/01/2015;2;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;5;Bahia
CO;GO;Barro Alto;F;entre 21 a 30 anos;2015;1;22/01/2015;23/01/2015;23/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Goiás
S ;PR;Matinhos;F;entre 41 a 50 anos;2015;1;16/01/2015;26/01/2015;27/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Não Resolvida;2;Paraná
S ;RS;Santa Maria;F;entre 31 a 40 anos;2015;1;16/01/2015;19/01/2015;20/01/2015;3;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;N;S;Finalizada avaliada;Resolvida;5;Rio Grande do Sul
S ;PR;Foz do Iguaçu;F;entre 61 a 70 anos;2015;1;27/01/2015;27/01/2015;27/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Paraná
SE;SP;Santo André;F;entre 31 a 40 anos;2015;1;26/01/2015;26/01/2015;27/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5;São Paulo
SE;SP;São Paulo;F;entre 31 a 40 anos;2015;1;25/01/2015;29/01/2015;29/01/2015;4;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Internet;N;S;Finalizada avaliada;Não Resolvida;2;São Paulo
CO;DF;Brasília;M;entre 21 a 30 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Distrito Federal
S ;PR;Curitiba;M;entre 51 a 60 anos;2015;1;18/01/2015;23/01/2015;23/01/2015;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
SE;MG;Juiz de Fora;M;entre 31 a 40 anos;2015;1;16/01/2015;26/01/2015;27/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Não Resolvida;2;Minas Gerais
S ;RS;Campo Bom;M;entre 31 a 40 anos;2015;1;20/01/2015;26/01/2015;29/01/2015;6;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Loja física;S;S;Finalizada avaliada;Resolvida;5;Rio Grande do Sul
NE;BA;Salvador;M;entre 41 a 50 anos;2015;1;15/01/2015;22/01/2015;27/01/2015;7;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Bahia
CO;DF;Brasília;M;entre 61 a 70 anos;2015;1;15/01/2015;20/01/2015;21/01/2015;5;Smiles;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;S;S;Finalizada avaliada;Resolvida;4;Distrito Federal
SE;MG;Lambari;M;entre 21 a 30 anos;2015;1;17/01/2015;27/01/2015;27/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Minas Gerais
SE;RJ;Campos dos Goytacazes;M;entre 31 a 40 anos;2015;1;17/01/2015;23/01/2015;26/01/2015;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Telefone;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
SE;ES;Vila Velha;M;entre 21 a 30 anos;2015;1;27/01/2015;29/01/2015;29/01/2015;2;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5;Espírito Santo
SE;ES;Vila Velha;M;entre 21 a 30 anos;2015;1;21/01/2015;23/01/2015;23/01/2015;2;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada avaliada;Resolvida;5;Espírito Santo
SE;SP;São Sebastião;M;entre 31 a 40 anos;2015;1;21/01/2015;21/01/2015;21/01/2015;0;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Internet;S;S;Finalizada avaliada;Resolvida;5;São Paulo
SE;MG;Três Pontas;F;entre 41 a 50 anos;2015;1;21/01/2015;28/01/2015;30/01/2015;7;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4;Minas Gerais
NE;AL;Maceió;M;entre 21 a 30 anos;2015;1;26/01/2015;27/01/2015;28/01/2015;1;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Vício de Qualidade;Dificuldade de pagamento, saque, depósito, transferência;Loja física;S;S;Finalizada avaliada;Resolvida;4;Alagoas
SE;MG;Juiz de Fora;F;até 20 anos;2015;1;17/01/2015;20/01/2015;20/01/2015;3;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Não entrega de cartão;Stand, feiras e eventos;S;S;Finalizada avaliada;Resolvida;5;Minas Gerais
SE;ES;Cariacica;M;entre 31 a 40 anos;2015;1;27/01/2015;29/01/2015;30/01/2015;2;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;5;Espírito Santo
S ;PR;Imbituva;F;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Paraná
SE;SP;São Paulo;F;entre 41 a 50 anos;2015;1;23/01/2015;27/01/2015;27/01/2015;4;Ricardo Eletro.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Não Resolvida;1;São Paulo
NE;PE;Paulista;F;entre 31 a 40 anos;2015;1;27/01/2015;27/01/2015;29/01/2015;0;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5;Pernambuco
S ;PR;Curitiba;F;entre 21 a 30 anos;2015;1;15/01/2015;24/01/2015;26/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;3;Paraná
SE;SP;Diadema;M;entre 31 a 40 anos;2015;1;15/01/2015;23/01/2015;30/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Negativação indevida;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;SP;Piracicaba;M;entre 21 a 30 anos;2015;1;18/01/2015;20/01/2015;20/01/2015;2;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;3;São Paulo
S ;RS;Capão da Canoa;M;entre 21 a 30 anos;2015;1;20/01/2015;30/01/2015;30/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;Rio Grande do Sul
SE;SP;São Paulo;M;entre 31 a 40 anos;2015;1;20/01/2015;23/01/2015;24/01/2015;3;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;5;São Paulo
NE;BA;Salvador;M;entre 51 a 60 anos;2015;1;28/01/2015;31/01/2015;31/01/2015;3;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5;Bahia
SE;SP;Osasco;M;entre 21 a 30 anos;2015;1;21/01/2015;29/01/2015;30/01/2015;8;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Atraso de vôo;Internet;S;S;Finalizada avaliada;Resolvida;1;São Paulo
S ;PR;Mandirituba;M;entre 21 a 30 anos;2015;1;18/01/2015;28/01/2015;31/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;Paraná
SE;SP;Bragança Paulista;F;entre 61 a 70 anos;2015;1;18/01/2015;20/01/2015;24/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada avaliada;Não Resolvida;2;São Paulo
SE;SP;Santos;M;entre 31 a 40 anos;2015;1;26/01/2015;29/01/2015;29/01/2015;3;Submarino;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;3;São Paulo
NE;MA;Balsas;M;entre 31 a 40 anos;2015;1;21/01/2015;23/01/2015;23/01/2015;2;Serasa Experian ;Bancos de Dados e Cadastros de Consumidores;Serviços Financeiros;Banco de dados;Cobrança / Contestação;Negativação indevida referente a cobrança não reconhecida;Domicílio;N;S;Finalizada avaliada;Não Resolvida;1;Maranhão
SE;SP;São Paulo;M;entre 41 a 50 anos;2015;1;21/01/2015;26/01/2015;28/01/2015;5;Submarino;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Entrega do Produto;Demora na montagem / montagem incorreta / incompleta;Internet;N;S;Finalizada avaliada;Não Resolvida;1;São Paulo
NE;PE;Petrolina;M;entre 21 a 30 anos;2015;1;22/01/2015;29/01/2015;29/01/2015;7;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;5;Pernambuco
S ;PR;Pinhais;M;até 20 anos;2015;1;21/01/2015;22/01/2015;22/01/2015;1;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;N;S;Finalizada avaliada;Resolvida;3;Paraná
NE;BA;Salvador;F;entre 51 a 60 anos;2015;1;21/01/2015;31/01/2015;31/01/2015;10;Pontofrio.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Bahia
SE;MG;Sete Lagoas;M;entre 51 a 60 anos;2015;1;28/01/2015;28/01/2015;28/01/2015;0;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;5;Minas Gerais
SE;RJ;Niterói;M;entre 21 a 30 anos;2015;1;15/01/2015;21/01/2015;21/01/2015;6;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
SE;SP;Diadema;M;entre 21 a 30 anos;2015;1;15/01/2015;23/01/2015;28/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Negativação indevida;Telefone;S;S;Finalizada avaliada;Resolvida;1;São Paulo
CO;MT;Cuiabá;M;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;28/01/2015;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada avaliada;Resolvida;5;Mato Grosso
SE;MG;Belo Horizonte;F;entre 41 a 50 anos;2015;1;20/01/2015;21/01/2015;21/01/2015;1;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada avaliada;Resolvida;4;Minas Gerais
NE;PE;Petrolina;M;entre 21 a 30 anos;2015;1;22/01/2015;26/01/2015;26/01/2015;4;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Telefone;S;S;Finalizada avaliada;Resolvida;5;Pernambuco
NE;PE;Olinda;M;entre 21 a 30 anos;2015;1;22/01/2015;29/01/2015;29/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Pernambuco
NE;CE;Fortaleza;M;entre 51 a 60 anos;2015;1;24/01/2015;27/01/2015;27/01/2015;3;Gol Linhas Aéreas;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Cancelamento de vôo;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Ceará
SE;ES;Sooretama;F;entre 51 a 60 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada avaliada;Resolvida;4;Espírito Santo
SE;RJ;Rio de Janeiro;F;entre 51 a 60 anos;2015;1;16/01/2015;21/01/2015;21/01/2015;5;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Informação;Informações incompletas / inadequadas sobre o serviço;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2015;1;16/01/2015;26/01/2015;30/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;5;Minas Gerais
S ;PR;Curitiba;F;entre 41 a 50 anos;2015;1;23/01/2015;30/01/2015;31/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
CO;MT;Cuiabá;M;entre 41 a 50 anos;2015;1;16/01/2015;26/01/2015;26/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;2;Mato Grosso
SE;SP;São Paulo;F;entre 21 a 30 anos;2015;1;16/01/2015;21/01/2015;21/01/2015;5;Ponto Frio;Varejo;Demais Produtos;Móveis e Colchões;Entrega do Produto;Demora na montagem / montagem incorreta / incompleta;Loja física;S;S;Finalizada avaliada;Resolvida;5;São Paulo
NE;RN;Natal;F;entre 41 a 50 anos;2015;1;17/01/2015;27/01/2015;29/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5;Rio Grande do Norte
NE;BA;Salvador;F;entre 21 a 30 anos;2015;1;23/01/2015;29/01/2015;29/01/2015;6;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Bahia
S ;PR;Curitiba;F;entre 21 a 30 anos;2015;1;21/01/2015;27/01/2015;27/01/2015;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;4;Paraná
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2015;1;21/01/2015;27/01/2015;29/01/2015;6;Walmart.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Rio de Janeiro
SE;SP;São Paulo;M;entre 51 a 60 anos;2015;1;19/01/2015;28/01/2015;28/01/2015;9;Bradesco Saúde;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
CO;MT;Lucas do Rio Verde;M;entre 31 a 40 anos;2015;1;19/01/2015;29/01/2015;29/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Mato Grosso
S ;SC;Joinville;M;entre 31 a 40 anos;2015;1;19/01/2015;20/01/2015;22/01/2015;1;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;3;Santa Catarina
NE;CE;Fortaleza;M;entre 31 a 40 anos;2015;1;19/01/2015;27/01/2015;28/01/2015;8;Casas Bahia;Varejo;Demais Produtos;Móveis e Colchões;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada avaliada;Resolvida;3;Ceará
NE;CE;Fortaleza;F;entre 41 a 50 anos;2015;1;18/01/2015;28/01/2015;28/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;4;Ceará
NE;PB;João Pessoa;F;até 20 anos;2015;1;19/01/2015;20/01/2015;20/01/2015;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;5;Paraíba
NE;CE;Caucaia;M;entre 21 a 30 anos;2015;1;20/01/2015;29/01/2015;29/01/2015;9;Banco Pan (Panamericano);Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Ceará
SE;RJ;Niterói;M;entre 41 a 50 anos;2015;1;27/01/2015;30/01/2015;30/01/2015;3;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
CO;DF;Brasília;M;entre 21 a 30 anos;2015;1;22/01/2015;30/01/2015;30/01/2015;8;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Portabilidade não efetivada;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Distrito Federal
NE;BA;Salvador;M;entre 21 a 30 anos;2015;1;22/01/2015;30/01/2015;31/01/2015;8;O Boticário;Perfumaria, Cosméticos e Higiene Pessoal;Demais Produtos;Perfumaria, cosméticos e higiene pessoal;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Bahia
SE;SP;Dirce Reis;F;entre 21 a 30 anos;2015;1;15/01/2015;23/01/2015;26/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2015;1;20/01/2015;29/01/2015;29/01/2015;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Rio de Janeiro
NE;CE;Fortaleza;F;entre 31 a 40 anos;2015;1;26/01/2015;28/01/2015;28/01/2015;2;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;5;Ceará
SE;RJ;Rio de Janeiro;F;entre 61 a 70 anos;2015;1;21/01/2015;28/01/2015;28/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada avaliada;Resolvida;5;Rio de Janeiro
SE;MG;Juiz de Fora;F;até 20 anos;2015;1;21/01/2015;24/01/2015;24/01/2015;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;N;S;Finalizada avaliada;Resolvida;2;Minas Gerais
S ;PR;Toledo;F;entre 21 a 30 anos;2015;1;22/01/2015;26/01/2015;26/01/2015;4;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada avaliada;Resolvida;5;Paraná
